,Predictions,Test values
23349,1065144.5,1080000.0
26267,745313.3,843000.0
19719,782720.56,755000.0
21688,1340661.6,1225000.0
26905,516108.2,520000.0
5679,710564.7,590000.0
26964,1741912.4,2900000.0
892,2878717.5,2350000.0
6747,416239.94,510000.0
5656,604124.94,545000.0
26726,620622.94,560000.0
6410,1882573.2,1700000.0
12539,4188033.5,8000000.0
3333,631000.06,657000.0
1170,1126020.6,940000.0
29081,696022.06,585000.0
13435,1432501.5,1332000.0
10814,559200.56,474000.0
22311,757167.0,680000.0
606,1461064.9,1425000.0
18176,901122.06,973000.0
24170,1451727.1,1635000.0
3596,1265276.6,1396000.0
8419,504434.9,485000.0
16053,879938.3,819000.0
22348,932483.9,800000.0
30944,792986.7,825000.0
7281,1590843.4,1980000.0
6662,1062084.9,860000.0
13706,1706799.6,1450000.0
30449,736236.94,670000.0
30752,805211.75,875000.0
23518,1257016.6,1250000.0
8140,643828.8,540000.0
4501,631917.94,490000.0
19850,1929111.9,1850000.0
9232,583690.06,623500.0
15073,1132306.4,990000.0
2614,1285332.5,1000000.0
22826,559740.0,536250.0
18789,1266275.9,1090000.0
7774,797078.4,650000.0
11781,936978.75,967000.0
16945,2431744.2,1880000.0
3261,971383.8,810000.0
28952,1474478.6,1410000.0
26693,982883.4,900000.0
2174,1101525.0,855000.0
50,416226.16,457000.0
18207,1478952.4,1955000.0
27083,619895.2,585000.0
1961,1929913.0,2504000.0
17196,742392.3,777000.0
29703,678929.94,700000.0
24037,656587.8,688500.0
30403,540154.44,600000.0
23934,1063041.1,1111000.0
7407,1224017.8,1400000.0
29676,1624906.1,1730000.0
12827,653877.7,425000.0
25823,427919.12,435000.0
3170,1038012.5,999000.0
13359,971087.7,1306000.0
18399,1131592.9,1008000.0
28239,1160335.5,1005000.0
14932,1173303.5,1285000.0
5754,751890.8,823000.0
25430,378022.2,330000.0
11061,1503089.6,1900000.0
25917,1608588.1,1750000.0
8750,1199496.0,1102000.0
21522,569738.94,490000.0
1306,1348344.6,1448000.0
8598,842498.25,830000.0
12567,602637.94,603000.0
30661,1212920.6,890000.0
18237,422232.47,400000.0
21541,452708.97,408000.0
29662,710894.44,670000.0
3369,1810169.9,1725000.0
26161,566704.5,651000.0
455,666732.1,598000.0
220,1230776.1,1361000.0
13539,584428.56,615000.0
8233,900843.6,904000.0
31371,795245.5,1075000.0
12778,1240430.8,846000.0
21842,643796.56,566000.0
4207,829352.06,947500.0
6066,2935564.0,3500000.0
16708,1288830.4,1258000.0
31101,919710.3,1005000.0
18759,1057627.5,1236000.0
788,1027306.56,850000.0
12864,718265.7,780000.0
20118,1193006.1,1720000.0
28588,720873.56,610000.0
15422,1937110.6,2170000.0
10918,1205481.2,660000.0
17233,2768318.0,3000000.0
10202,1084269.1,1500500.0
29928,743095.06,660000.0
28561,543578.25,525000.0
5575,1275109.4,650000.0
9503,606166.7,465000.0
3621,1125219.8,736000.0
117,462895.5,510000.0
18033,904222.4,904000.0
22771,1180914.6,2300000.0
3812,517829.47,410000.0
21318,1106556.1,850000.0
13931,1162994.0,1370000.0
8525,882946.4,870000.0
19906,946214.8,950000.0
5815,1012430.44,1135000.0
21060,1484381.9,900000.0
1012,3005556.5,3230000.0
16580,2166946.5,2000000.0
27906,621362.9,490000.0
15737,852540.7,1001000.0
22968,1206324.0,1350000.0
25837,710005.4,750000.0
7691,814843.7,640000.0
784,705705.7,585000.0
26424,1202590.2,1350000.0
27006,349523.75,365000.0
24310,459629.66,451000.0
15310,1253265.6,1865000.0
6231,2744122.8,2325000.0
28795,565277.8,632500.0
14951,1018454.6,842000.0
6018,1594482.9,1410000.0
366,629487.1,550000.0
5031,2731547.0,3200000.0
5839,326917.3,310000.0
15459,1278091.0,1316000.0
16500,765385.7,877500.0
12991,658343.6,555000.0
11527,2083621.5,1797000.0
31022,593411.6,675000.0
28524,1452359.0,1472000.0
20517,634249.7,508000.0
5427,650409.2,510000.0
824,541300.56,410000.0
11508,1514225.2,1455000.0
19343,669261.6,600800.0
29691,1644333.1,1650000.0
281,828388.7,931000.0
28141,1087477.0,1319000.0
28628,1533994.0,1500000.0
27308,730009.6,696000.0
2356,895874.0,1195000.0
30578,515663.53,382000.0
8394,764862.75,800000.0
10088,1261487.9,1520000.0
20276,1251258.0,1420000.0
29206,606262.56,710000.0
22131,676106.8,790000.0
6761,1168563.0,1515000.0
19425,790353.4,930000.0
30590,608660.25,603000.0
25951,1106413.9,1290000.0
8215,621543.7,557000.0
2196,925558.44,792000.0
3748,1630157.4,1100000.0
8171,881345.7,860000.0
8366,513604.62,405000.0
6904,1320014.1,1435000.0
8871,1044710.4,1035000.0
30399,2006853.9,1411000.0
14088,565961.6,515000.0
1728,566405.75,495000.0
1164,1982092.4,2006000.0
19008,793536.2,735000.0
28537,975332.3,1050000.0
31397,410671.97,300000.0
12543,2802218.8,3450000.0
25717,3361186.2,2315000.0
28972,542803.94,502500.0
26491,1289826.4,825000.0
14781,1064529.2,990000.0
30059,655265.25,688500.0
8340,818149.8,620000.0
1561,1329355.0,1405000.0
24529,1615041.0,1307500.0
21066,646095.2,578000.0
29499,931041.0,760000.0
1402,496571.28,380000.0
22039,1950790.4,1265000.0
21056,802850.4,850000.0
5818,1996540.6,1900000.0
27910,1777172.5,1625000.0
10799,614221.94,600000.0
23384,1428934.0,1500000.0
16018,542536.7,442000.0
13358,740605.5,860000.0
10953,1090287.8,955000.0
17780,484462.22,429000.0
13910,531152.44,490000.0
888,1834369.9,1800000.0
30115,1666909.6,2360000.0
6942,578876.2,730000.0
11352,1343257.0,1110000.0
2246,888966.56,815000.0
18783,1164486.1,955000.0
1303,1433322.0,1355000.0
7663,821390.56,900000.0
19943,609003.2,569000.0
23769,580191.6,515000.0
12318,1506148.8,2225000.0
13563,506364.38,490000.0
31301,628102.3,631500.0
8131,1109342.4,942000.0
88,483499.3,805000.0
31418,1194016.8,1077000.0
6968,1080986.1,750000.0
7301,990138.25,950000.0
22786,982171.44,897000.0
27495,1941695.2,1720000.0
13022,530762.3,650000.0
3230,567673.0,495000.0
10702,935620.4,830000.0
28577,606616.5,485000.0
15596,776138.9,755000.0
12390,1223825.4,1490000.0
799,855448.1,680000.0
26707,692747.0,590000.0
16756,777462.0,733500.0
3679,1242909.4,1474000.0
25167,3115066.0,3450000.0
25886,599205.9,695500.0
525,1060683.0,1000000.0
17679,2301647.5,1820000.0
5801,489799.72,515000.0
19174,454582.94,438000.0
8781,425383.03,439000.0
24434,949755.4,585000.0
19225,522217.66,383000.0
11249,710844.3,690000.0
5488,664123.2,705000.0
1485,1216818.4,1035000.0
17120,626868.25,720000.0
17662,606720.2,735000.0
9839,652076.2,702000.0
20179,1243053.9,782500.0
18244,1030700.44,1270000.0
25610,696974.2,680000.0
13717,952771.75,1000000.0
16389,876288.44,815000.0
29085,859312.25,833000.0
2052,1656127.6,1620000.0
18625,665866.75,637500.0
16187,868258.8,750000.0
9815,849190.6,810000.0
23969,944300.0,876500.0
5426,642853.2,550000.0
11856,598412.6,541000.0
29493,1333316.6,1380000.0
7690,532333.0,515000.0
5663,829286.9,703000.0
8898,1084692.6,1145000.0
8901,375134.38,380000.0
27336,797034.06,740000.0
13771,557919.3,716000.0
19708,937962.4,891000.0
20218,680707.56,655000.0
26318,700024.2,771000.0
18194,1213906.9,923000.0
21898,781092.56,897000.0
20610,770507.2,627000.0
30113,832076.1,585000.0
21574,973425.94,760000.0
11252,740726.7,660000.0
12362,737514.06,675000.0
21890,1323747.6,1300000.0
19690,519707.6,475000.0
19968,493664.75,410000.0
19747,841333.56,913000.0
24692,561136.44,610000.0
18837,841258.6,665000.0
17008,2551450.8,3399000.0
6797,1976305.0,2200000.0
26900,1217076.4,985000.0
28347,1191274.6,1125000.0
16115,1884836.9,2450000.0
21670,1753194.6,2200000.0
8627,257071.8,395000.0
30707,1224972.4,1000500.0
5518,1094831.9,1262000.0
1550,1621192.2,1698888.0
13061,2142383.0,2325000.0
6133,1219061.0,1260000.0
3939,696302.75,730000.0
5519,1199578.0,880000.0
18200,1620868.9,1475000.0
28136,1234213.5,1140000.0
27903,368915.53,300000.0
25351,649756.44,536000.0
15110,1403923.5,940000.0
10638,681062.8,890000.0
18034,929183.6,805000.0
15250,729548.0,857700.0
29435,610130.6,680000.0
7055,922205.4,930000.0
20234,958543.6,850000.0
24679,589597.25,550000.0
1630,639314.75,645000.0
30081,1658013.2,1990000.0
13924,1015067.94,892000.0
8282,683868.5,920000.0
17293,848197.25,1085000.0
29450,580157.3,558000.0
12815,1178562.0,1375000.0
17615,405272.6,390000.0
26793,1378623.6,1540000.0
7031,962768.44,710000.0
4160,452836.06,505000.0
712,1084791.9,1200000.0
2431,732101.3,490000.0
24050,528563.3,594000.0
11196,1737658.9,1560000.0
14869,611616.06,650000.0
14743,2264131.8,3100000.0
19721,704275.75,645000.0
27035,923763.5,900000.0
29372,1161398.1,888000.0
23736,737098.6,766000.0
19202,1326036.5,1275000.0
19738,887467.06,750000.0
6420,1284082.9,1135000.0
6581,694999.1,488000.0
420,488812.8,324000.0
20104,385701.8,430000.0
27092,885090.7,810000.0
19197,766164.56,630000.0
13079,797936.7,941000.0
2610,1447706.9,1495000.0
25557,901418.06,1000000.0
21119,930448.94,858000.0
21960,1931400.1,2118000.0
19414,615323.75,430000.0
2128,1923456.6,1389000.0
29355,2180506.5,1391000.0
208,1230776.1,1480000.0
24376,955016.7,1269000.0
13218,1227003.2,895000.0
20630,676584.6,920000.0
8722,1680240.2,2180000.0
3166,945297.25,805500.0
23931,1204197.5,1360000.0
7699,912090.06,983000.0
25727,950790.3,1100000.0
14604,591314.1,643500.0
6349,2597961.0,2350000.0
18154,1840512.5,1650000.0
11827,451637.1,450000.0
3401,488740.84,451000.0
12194,818565.75,690000.0
13687,880391.5,851000.0
13002,990524.7,870000.0
22758,1350110.6,1050000.0
11887,1393562.8,1160000.0
29272,1173637.6,1185000.0
12466,1675358.0,1730000.0
13598,588831.2,500000.0
7522,622077.4,665000.0
26376,491449.6,440000.0
9449,800714.3,845000.0
31283,1023648.1,910000.0
22567,1002865.7,752500.0
1521,1377772.9,1475000.0
29185,498925.2,430000.0
6630,1302631.5,1350000.0
24840,892101.75,675000.0
12292,560360.25,572000.0
18019,587690.3,550000.0
1216,1486146.8,1420000.0
17551,652608.06,600000.0
18234,685457.44,760000.0
12569,703914.7,583000.0
6978,1032124.0,937000.0
20602,981698.6,932000.0
20514,1249931.6,1527500.0
12336,1009820.0,1055000.0
1167,1773750.8,1530000.0
3837,750455.94,665000.0
4465,687289.25,699000.0
16263,621901.44,700500.0
5779,1205089.6,1271000.0
29899,554955.4,460000.0
12188,919997.5,850000.0
16805,677398.9,601000.0
20960,603743.56,462250.0
636,1461064.9,1600000.0
15725,759177.1,640000.0
30493,635560.3,490000.0
721,1106493.8,785000.0
10859,1081965.2,851000.0
3069,522696.9,580000.0
11031,976805.0,855000.0
2669,2291134.8,1550000.0
30226,1014388.25,900000.0
11370,332103.97,320000.0
2796,2291134.8,3250000.0
3634,1386842.5,1468000.0
22738,960205.75,999999.0
13014,877445.1,820000.0
13750,902717.5,891000.0
13501,1103003.6,1200000.0
1715,714845.25,610000.0
29543,1118693.6,900000.0
27046,856293.6,830000.0
3181,1187072.8,920000.0
2309,1215887.8,1340000.0
23946,1238589.1,1410000.0
28316,1165038.2,2015000.0
15294,540077.25,535000.0
22296,1216944.5,1300000.0
16241,558927.3,600000.0
21892,1112366.2,831000.0
9909,656251.8,520000.0
31245,758125.8,825000.0
15080,658113.0,672000.0
12243,1112620.8,782000.0
7878,1825385.4,2260000.0
11451,1248983.5,1100000.0
30555,2476574.5,2400000.0
25250,1209409.1,1189000.0
22122,1212204.0,1300000.0
7225,794136.0,720000.0
24988,1210029.6,900000.0
22386,1376042.2,2123500.0
27126,812114.7,653000.0
30654,1409010.6,1870000.0
14322,661336.56,607000.0
20727,832766.3,1150000.0
21055,1648947.6,1510000.0
4917,559282.9,504000.0
20446,303844.53,341000.0
21473,1051628.2,912000.0
25480,630916.94,680000.0
21399,1479327.4,1412000.0
16908,391740.66,445000.0
29534,627096.5,530000.0
17540,332260.56,417500.0
9954,606030.1,510000.0
8673,760740.94,832000.0
15509,635230.6,481000.0
2048,1917486.8,2110000.0
9146,1447306.6,1200000.0
11517,2276704.0,1740000.0
26245,880897.6,678000.0
30682,657231.6,655000.0
29778,672752.6,810000.0
24588,1132304.8,1000000.0
21538,575009.44,711000.0
2601,720327.2,580000.0
28897,1325696.9,1310000.0
5964,738951.1,787000.0
25724,2413589.5,1750000.0
939,1771709.0,1910000.0
20187,2061697.4,1420000.0
14473,474455.8,410000.0
22598,1374769.4,1150000.0
12755,733433.9,700000.0
4367,883174.56,957000.0
29191,1463558.5,1378000.0
29401,475412.94,380000.0
22268,527375.25,320000.0
1162,2405742.0,1900000.0
15781,1182938.6,1700000.0
14036,664203.8,695000.0
21894,604205.75,570000.0
9188,809307.75,560000.0
7997,1336816.2,1350000.0
24341,1382030.5,1330000.0
23632,2416397.5,1870000.0
19342,1254386.5,682000.0
27192,1386398.9,1470000.0
1569,734375.7,770000.0
16287,1386431.0,995000.0
19445,726763.06,503000.0
25056,586770.4,610000.0
28857,543921.75,545000.0
25327,923132.4,1011000.0
9775,694613.8,702000.0
19432,769388.1,710000.0
12244,908487.06,845000.0
1914,848381.2,567800.0
29311,1598897.4,1415000.0
18799,1468283.0,1400000.0
28817,538789.56,480000.0
21905,2211694.2,2500000.0
9239,561859.25,780000.0
8603,481761.22,360000.0
19000,1582224.9,1930000.0
2718,652914.8,693000.0
9789,399535.25,425500.0
5165,1109759.1,830000.0
8220,900587.4,1040000.0
4974,629104.9,750074.0
23483,723036.0,571000.0
27173,1196093.1,900000.0
20397,1283152.0,850000.0
27378,970571.1,1180000.0
15544,863338.2,908000.0
14173,470871.28,650000.0
19662,770178.5,870000.0
7845,1089957.8,825000.0
8222,579152.2,660000.0
7169,901577.56,785000.0
20515,1074653.6,950000.0
2504,1064739.9,1063000.0
18767,899090.3,868000.0
18342,709013.06,675000.0
4746,709443.1,610000.0
13389,1631998.6,2790000.0
306,893754.4,875000.0
15172,562657.44,670000.0
11649,662890.0,835000.0
22195,1125669.0,917500.0
16459,842531.4,821000.0
8269,841670.9,1040000.0
11033,893799.3,645000.0
10747,590538.06,580000.0
23186,713410.7,680000.0
31361,1334695.5,1500000.0
12571,1783316.2,1667000.0
23228,734505.25,739000.0
31053,851128.3,970000.0
30892,660935.4,460000.0
1618,1202262.4,1025000.0
30401,1343715.5,1170000.0
25362,998894.9,1010000.0
27621,611973.5,668000.0
4088,557634.2,405000.0
29144,1379541.0,1200000.0
23303,1806306.0,2090000.0
29161,1179042.2,1655000.0
5709,622296.06,560000.0
28729,785607.25,750000.0
4307,1158336.6,899000.0
15380,1800728.9,2760000.0
18004,772766.3,780000.0
16015,783668.56,1010000.0
8733,1540711.8,1102000.0
28676,1207714.4,1220000.0
6500,1719524.4,1650000.0
300,1029933.7,720000.0
13115,1259984.0,835000.0
17404,1193951.8,1190000.0
29400,545778.06,479250.0
10015,2648824.5,2128000.0
27248,616570.94,647000.0
4295,959559.2,750000.0
22358,636799.3,600000.0
27204,564933.3,505000.0
24632,986251.56,780000.0
19851,1181538.8,1600000.0
12241,1414866.1,1920000.0
7216,392615.03,410000.0
28702,685689.3,665500.0
28362,2297779.0,1950000.0
27041,367887.7,296000.0
16259,654609.1,545000.0
3350,740352.0,590000.0
344,907762.6,988000.0
15503,719618.5,763000.0
9387,630922.6,826000.0
1117,1224788.9,1350000.0
16372,535155.7,511500.0
11183,2904902.8,1475000.0
28559,988146.5,800000.0
4108,537261.1,645000.0
19014,1247718.6,1205000.0
24708,763065.1,888000.0
27029,746381.9,759000.0
4512,1951315.0,1998000.0
6395,733967.5,735000.0
27614,1583215.2,1300000.0
14521,1284059.2,1280000.0
25734,1701086.6,2200000.0
3214,1182515.5,780000.0
24717,630057.7,669000.0
28144,1042105.94,1070000.0
29367,582832.7,620000.0
10182,1885500.6,750000.0
12189,984991.5,900000.0
11329,1697108.1,2875000.0
12086,1421529.5,1700000.0
10260,1093384.8,1428888.0
314,912964.4,650000.0
290,868611.94,1405000.0
21653,1743272.1,1726000.0
28206,740621.1,1145000.0
5099,608420.5,450000.0
30604,1134541.0,1200000.0
3011,1802503.0,1900000.0
25721,1519284.8,1005000.0
18832,1965149.1,1450000.0
329,983771.9,972000.0
3169,1201883.2,930000.0
1987,1498922.5,1400000.0
29932,1001814.25,900000.0
11323,2041954.2,2151000.0
30415,867507.3,685000.0
10286,1147474.6,701000.0
3920,680053.8,640000.0
3417,1199774.1,1150000.0
24509,1068291.0,840000.0
8389,582796.9,500000.0
10064,1899769.4,1900000.0
8843,2019608.8,1540000.0
9330,1940212.9,1945000.0
16746,1467594.2,1075000.0
18568,567406.06,541000.0
1421,1202379.9,1100000.0
7185,987359.6,1020000.0
9602,3306950.0,4400000.0
29492,1463377.9,1325000.0
25153,724455.2,765000.0
13505,939070.3,770000.0
27147,477226.78,579000.0
8681,751633.6,532000.0
1294,648771.44,725000.0
10341,832908.2,1070000.0
22413,505959.66,520000.0
18465,1028301.44,900000.0
10157,1685648.5,1150000.0
25620,840925.2,1031000.0
16979,701024.2,740000.0
14406,914088.5,990000.0
14488,441496.56,320000.0
28298,420725.38,300000.0
17595,1602804.2,1820000.0
29172,838354.94,960000.0
13175,1746550.0,2250000.0
4421,1367776.1,1100000.0
11003,1370452.6,1150000.0
2556,1484509.0,1070500.0
292,858781.4,683000.0
27860,4347046.5,3525500.0
29249,1405062.8,1710000.0
26219,765738.44,627500.0
21046,1840790.2,2770000.0
3071,2022486.2,2005000.0
5833,370776.1,312000.0
24943,1912658.2,1600000.0
10634,1396356.9,1325000.0
26700,584719.3,670000.0
1069,1871683.5,1702000.0
27979,404628.06,353000.0
31089,1269872.8,1000000.0
6571,1015455.9,1100000.0
6721,606753.06,670000.0
28864,417005.25,480000.0
4261,416133.97,358500.0
3722,1946868.8,1687000.0
14799,740104.25,930000.0
24233,978225.56,785000.0
1009,1567558.1,1010000.0
4051,2308080.5,1756000.0
23754,501353.47,290000.0
18068,556817.25,565000.0
24822,743579.3,880000.0
14184,682760.3,670000.0
11669,1270773.9,1641000.0
27899,823153.7,685000.0
25953,557261.4,465000.0
2284,1021118.8,1020000.0
6467,1797508.6,1230000.0
5653,580525.7,515000.0
26330,742110.9,985000.0
6091,2308038.5,1950000.0
23270,904788.3,831000.0
25604,639883.0,790000.0
17585,659761.6,622000.0
8703,856561.6,680000.0
17095,662955.6,487000.0
29798,1220736.8,1362000.0
8977,1413811.4,1520000.0
22288,410855.28,402000.0
10538,1110835.4,1005000.0
28716,1294794.4,1801001.0
14933,1169605.0,1360000.0
4060,415013.53,395000.0
24410,989685.2,881000.0
7450,1012696.5,1130000.0
30787,799557.56,882000.0
8320,593767.4,666000.0
7161,824900.3,970000.0
10774,557378.0,450000.0
6376,1545286.0,1505000.0
10231,1337126.0,1505000.0
4823,748336.5,612500.0
12050,1694498.9,1690000.0
17809,929271.7,778000.0
8422,477178.44,401000.0
23425,850870.0,890000.0
30225,971256.94,1050000.0
1178,1470993.4,1300000.0
14924,667142.9,678000.0
26431,1311488.5,2200000.0
1536,1083635.5,910000.0
4443,234776.34,210000.0
22584,1000764.8,815000.0
11619,795689.4,975000.0
26179,1186392.5,1470000.0
6230,1081737.0,1350000.0
16546,609279.5,945000.0
25912,1486989.1,1507000.0
6523,929572.75,870000.0
6002,867531.3,720000.0
301,711355.0,710000.0
10384,4489327.0,5500000.0
15470,1083951.8,1425000.0
27937,916327.7,580000.0
21171,1543100.0,1300000.0
15618,908872.1,1195000.0
30097,1337877.0,1430000.0
23207,777249.3,654000.0
29509,560550.06,636000.0
11012,1382622.8,1200000.0
18114,843033.6,790000.0
803,1085094.9,875000.0
12499,1543616.1,1225000.0
7531,891147.3,802000.0
9277,2709072.2,2525000.0
28410,989212.8,1180000.0
7141,949154.94,1020000.0
2742,1803463.5,2580000.0
15879,1093513.9,1199000.0
16582,694131.75,725000.0
18804,1226708.6,1190000.0
5714,761194.44,780000.0
26499,595047.9,525000.0
25022,2438358.5,2660000.0
10220,1260874.5,1175000.0
656,1420624.1,1430000.0
11340,1680186.1,1650000.0
16845,985543.5,835500.0
27676,632968.3,616000.0
24116,562079.0,550000.0
30131,1214157.0,985000.0
9156,1455158.8,2000000.0
748,753032.5,850000.0
1988,1558843.0,1300000.0
23420,533879.75,465000.0
21293,820423.9,933000.0
12076,520362.56,575000.0
9761,658201.4,745000.0
3653,1234386.8,1485000.0
17490,683195.7,876000.0
22144,1220418.5,1480000.0
15358,1054268.4,850000.0
18925,865697.2,895000.0
23431,1892764.9,1502000.0
24015,703285.44,762000.0
1642,1183085.1,1200000.0
26022,696162.06,505000.0
27129,1017690.0,875000.0
8105,900843.6,1030000.0
14145,922921.1,905000.0
24171,1463263.2,1650000.0
22061,811714.75,1120000.0
15842,1091866.9,1000000.0
23964,1043194.1,1056000.0
15869,1079291.5,985000.0
3903,433799.2,451000.0
1909,1212606.1,1701000.0
17201,1152940.9,912000.0
22500,552063.7,550000.0
31034,786383.3,530000.0
18170,919225.0,1500000.0
1243,1299202.9,1475000.0
19549,381961.44,360000.0
16626,1254175.1,1370000.0
21738,359525.38,360000.0
7833,1919772.2,1485000.0
28159,814050.44,835000.0
3763,598279.3,537000.0
24637,657357.7,622000.0
7595,931186.56,307000.0
21383,984787.06,883500.0
30248,474604.3,516000.0
12615,395259.3,465000.0
3116,1222709.6,905000.0
17844,682023.75,950000.0
2270,1102171.1,835000.0
298,772050.9,705000.0
13712,1309154.1,1440000.0
30651,1740319.4,2280000.0
30979,783154.56,580000.0
22240,503721.56,590000.0
21262,599193.4,497000.0
6990,1318389.2,1300000.0
22245,1262189.1,1229000.0
5581,710446.6,610000.0
29406,543578.25,567000.0
20715,1432935.4,1530000.0
27095,614272.7,670000.0
14273,1561461.0,1731000.0
13603,952771.8,1050000.0
5634,850527.44,550000.0
31221,585037.4,595000.0
22403,687968.4,645000.0
1647,1192297.1,1412000.0
30724,500883.72,562690.0
15022,631534.8,627000.0
29439,1092867.1,850000.0
22796,1181554.6,1625000.0
17702,321530.8,327000.0
3757,706575.5,700000.0
17472,2643660.0,2200000.0
10031,1492097.2,1910000.0
17580,640492.4,595000.0
8956,1474405.8,1495000.0
1134,1280142.4,1137000.0
1414,1219347.2,1300000.0
4571,1517288.4,1510000.0
1997,650935.0,775000.0
14813,1289615.0,1590000.0
21730,516964.34,625000.0
30266,368789.6,315000.0
12814,716596.0,760000.0
13336,319715.1,280000.0
6853,967180.0,832000.0
14123,1164289.6,1321000.0
17324,696308.56,730000.0
10040,2125194.0,2345000.0
20430,2294439.8,2650000.0
31184,810597.0,1215500.0
16317,1610023.5,1750000.0
2767,3037696.5,2010000.0
16334,880700.44,875000.0
13785,877000.2,710000.0
30467,686622.2,960000.0
7936,2819241.2,1970000.0
1292,1260533.8,1095000.0
6428,733967.5,695000.0
2945,1331495.0,1170000.0
9117,684397.6,593000.0
11462,662243.5,550000.0
8370,314513.72,260000.0
18204,1203478.4,1225000.0
20768,752527.0,750000.0
1078,2374083.8,2200000.0
15027,998629.5,690000.0
1586,864512.9,801000.0
28961,1053452.5,925000.0
9990,692635.44,682000.0
16981,515655.6,510000.0
4542,1511153.2,1520000.0
25720,1499134.8,1337500.0
21129,622699.5,720000.0
13426,648496.1,690000.0
27418,313910.6,250000.0
8702,779807.6,730000.0
10651,1166125.8,825000.0
30704,811324.56,960000.0
12655,707257.3,720000.0
12790,1137158.0,1250000.0
17601,898258.1,880000.0
2608,1312293.6,880000.0
6439,733967.5,560000.0
18121,837029.75,850000.0
26517,1380394.6,1321000.0
10405,794851.25,750000.0
14532,645642.3,550000.0
20700,1169804.0,1205000.0
17552,788478.94,800000.0
22780,839646.8,670000.0
9450,1198585.1,850000.0
16568,606588.8,571750.0
18437,287852.28,275000.0
22812,745019.44,736000.0
7405,2547911.0,4300000.0
3996,1307378.4,1160000.0
15447,552485.75,430000.0
28996,2852836.0,2340000.0
20073,1246529.4,1020000.0
22539,1550666.5,1350000.0
25766,1638771.4,1700000.0
21319,1038728.56,1140000.0
11709,1001780.56,973000.0
29365,1301051.2,1120000.0
28694,1068374.4,1350000.0
9827,777826.4,695000.0
30917,605195.56,780000.0
30074,2220195.8,1760000.0
9336,562746.7,500000.0
4492,507946.03,395000.0
20131,1297850.4,1825000.0
11659,1197832.1,1100000.0
24949,771539.0,1206000.0
11620,1157107.4,1060000.0
4046,981585.75,890000.0
14834,1034630.56,1160000.0
4783,833654.6,691000.0
20249,2105096.2,2170000.0
5698,885225.6,976000.0
25360,643370.4,780000.0
23017,1324422.5,2350000.0
5508,601053.4,623000.0
9000,1158061.6,1050000.0
10215,808331.56,755000.0
19992,1289948.0,1200000.0
24606,766654.3,878168.0
7060,456940.16,485000.0
13455,891853.0,1110000.0
22714,537710.5,680000.0
15268,665810.75,622000.0
2427,556472.2,440000.0
4692,2075016.5,1857000.0
22899,507947.0,515000.0
5235,620749.25,680000.0
10833,766509.6,793000.0
19272,1030382.7,1510000.0
9758,676509.56,780000.0
12444,1147800.2,1222000.0
27827,805114.25,745000.0
2895,1154544.2,1330000.0
22021,872017.4,860000.0
14647,594827.7,525000.0
11167,2170563.8,2345000.0
16618,1194866.6,1000000.0
23002,427565.0,424000.0
8795,1211514.1,1189000.0
26123,1141019.9,1170000.0
23793,900420.7,980000.0
16987,635343.44,770000.0
20280,558932.9,555000.0
23798,777964.8,788000.0
30227,1005717.94,1001000.0
14433,762063.1,780000.0
13042,1341914.1,1355000.0
25577,1671029.0,1470000.0
5161,1053829.6,1025000.0
14104,1008172.1,903000.0
4937,743993.5,570000.0
8554,876698.75,750000.0
19947,1203898.8,1210000.0
15237,1704670.5,1900000.0
4198,1392666.2,1375000.0
16506,737123.56,790000.0
1850,1511505.9,1036000.0
5349,419999.25,499000.0
22416,415780.38,370000.0
16463,1822640.9,1750000.0
23688,545192.6,515000.0
30630,1797576.8,1150000.0
30353,744708.44,399000.0
12191,1351553.0,1250000.0
8846,2458548.0,3001000.0
26993,603685.1,540000.0
26060,1308547.2,1340000.0
24895,770811.9,917500.0
5360,2145485.5,3120000.0
7292,455665.44,418000.0
12556,377996.8,285000.0
27405,794552.5,1063000.0
6945,1733744.0,930000.0
10754,2195385.0,2050000.0
24360,1859547.8,1860000.0
5703,467675.1,470000.0
2781,1054696.2,1175000.0
6412,521127.88,370000.0
24710,578272.8,476000.0
25326,875340.9,1000000.0
11757,967383.3,1021000.0
31041,522550.8,437500.0
22935,615479.75,661000.0
15396,691867.7,730000.0
21885,688858.94,552000.0
9204,534890.4,362000.0
28635,713233.75,616000.0
15667,1471928.4,1290000.0
25416,1401902.4,1550000.0
30611,1344387.4,1100000.0
23373,581982.7,580000.0
29925,723275.5,527500.0
1125,2225897.0,1550000.0
24402,1246784.2,1190000.0
26153,2515032.5,5100000.0
14898,1387392.2,1600000.0
13720,379479.7,500000.0
1771,1551474.6,1302500.0
14234,539840.94,650000.0
889,1585180.5,1020000.0
30027,916739.06,1100000.0
25475,1294848.6,850000.0
5777,373652.56,312000.0
30202,1421125.4,1800000.0
23375,594778.2,670000.0
14316,1190859.4,922000.0
17643,300957.66,280500.0
29104,594613.1,420000.0
2789,2898220.2,3225000.0
172,1671967.1,2100000.0
12648,1674788.1,1455000.0
27888,608618.06,595000.0
5223,1971862.5,1300000.0
23724,703889.7,715000.0
24373,1333987.5,1150000.0
12540,1369575.6,1775000.0
27404,943827.3,651000.0
4315,553475.8,490000.0
21845,1924897.8,2410000.0
15595,962393.2,977500.0
16222,1238026.6,1369000.0
548,709058.1,865000.0
26509,1333592.0,1200000.0
18284,1335154.6,1750000.0
